instancia,seed,job_id,nodo,valor_objetivo,tiempo_ejecucion,exito
erdos_n2000_p0c0.9_9,42,3961558,luthier23,,10,SI
erdos_n3000_p0c0.1_10,42,3961589,luthier16,,10,SI
erdos_n3000_p0c0.1_11,42,3961590,luthier16,,10,SI
erdos_n3000_p0c0.1_12,42,3961591,luthier18,,10,SI
erdos_n3000_p0c0.1_13,42,3961592,luthier29,,10,SI
erdos_n3000_p0c0.1_14,42,3961593,luthier23,,10,SI
erdos_n3000_p0c0.1_15,42,3961594,luthier29,,10,SI
erdos_n3000_p0c0.1_16,42,3961595,luthier21,,10,SI
erdos_n3000_p0c0.1_17,42,3961596,luthier29,,10,SI
erdos_n3000_p0c0.1_18,42,3961597,luthier23,,10,SI
erdos_n3000_p0c0.1_19,42,3961598,luthier28,,10,SI
erdos_n3000_p0c0.1_1,42,3961580,luthier25,,10,SI
erdos_n3000_p0c0.1_20,42,3961599,luthier18,,10,SI
erdos_n3000_p0c0.1_21,42,3961600,luthier21,,10,SI
erdos_n3000_p0c0.1_22,42,3961601,luthier23,,10,SI
erdos_n3000_p0c0.1_23,42,3961602,luthier28,,10,SI
erdos_n3000_p0c0.1_24,42,3961603,luthier17,,10,SI
erdos_n3000_p0c0.1_25,42,3961604,luthier20,,10,SI
erdos_n3000_p0c0.1_26,42,3961605,luthier26,,10,SI
erdos_n3000_p0c0.1_27,42,3961606,luthier28,,10,SI
erdos_n3000_p0c0.1_28,42,3961607,luthier20,,10,SI
erdos_n3000_p0c0.1_29,42,3961608,luthier25,,10,SI
erdos_n3000_p0c0.1_2,42,3961581,luthier22,,10,SI
erdos_n3000_p0c0.1_30,42,3961609,luthier25,,10,SI
erdos_n3000_p0c0.1_3,42,3961582,luthier26,,10,SI
erdos_n3000_p0c0.1_4,42,3961583,luthier27,,10,SI
erdos_n3000_p0c0.1_5,42,3961584,luthier27,,10,SI
erdos_n3000_p0c0.1_6,42,3961585,luthier24,,10,SI
erdos_n3000_p0c0.1_7,42,3961586,luthier17,,10,SI
erdos_n3000_p0c0.1_8,42,3961587,luthier17,,10,SI
erdos_n3000_p0c0.1_9,42,3961588,luthier16,,10,SI
erdos_n3000_p0c0.2_10,42,3961619,luthier26,,10,SI
erdos_n3000_p0c0.2_11,42,3961620,luthier22,,10,SI
erdos_n3000_p0c0.2_12,42,3961621,luthier27,,10,SI
erdos_n3000_p0c0.2_13,42,3961622,luthier22,,10,SI
erdos_n3000_p0c0.2_14,42,3961623,luthier24,,10,SI
erdos_n3000_p0c0.2_15,42,3961624,luthier30,,10,SI
erdos_n3000_p0c0.2_16,42,3961625,luthier22,,10,SI
erdos_n3000_p0c0.2_17,42,3961626,luthier30,,10,SI
erdos_n3000_p0c0.2_18,42,3961627,luthier18,,10,SI
erdos_n3000_p0c0.2_19,42,3961628,luthier17,,10,SI
erdos_n3000_p0c0.2_1,42,3961610,luthier21,,10,SI
erdos_n3000_p0c0.2_20,42,3961629,luthier17,,10,SI
erdos_n3000_p0c0.2_21,42,3961630,luthier16,,10,SI
erdos_n3000_p0c0.2_22,42,3961631,luthier16,,10,SI
erdos_n3000_p0c0.2_23,42,3961632,luthier16,,10,SI
erdos_n3000_p0c0.2_24,42,3961633,luthier23,,10,SI
erdos_n3000_p0c0.2_25,42,3961634,luthier29,,10,SI
erdos_n3000_p0c0.2_26,42,3961635,luthier29,,10,SI
erdos_n3000_p0c0.2_27,42,3961636,luthier21,,10,SI
erdos_n3000_p0c0.2_28,42,3961637,luthier23,,10,SI
erdos_n3000_p0c0.2_29,42,3961638,luthier18,,10,SI
erdos_n3000_p0c0.2_2,42,3961611,luthier20,,10,SI
erdos_n3000_p0c0.2_30,42,3961639,luthier21,,10,SI
erdos_n3000_p0c0.2_3,42,3961612,luthier26,,10,SI
erdos_n3000_p0c0.2_4,42,3961613,luthier24,,10,SI
erdos_n3000_p0c0.2_5,42,3961614,luthier25,,10,SI
erdos_n3000_p0c0.2_6,42,3961615,luthier30,,10,SI
erdos_n3000_p0c0.2_7,42,3961616,luthier27,,10,SI
erdos_n3000_p0c0.2_8,42,3961617,luthier27,,10,SI
erdos_n3000_p0c0.2_9,42,3961618,luthier24,,10,SI
erdos_n3000_p0c0.3_10,42,3961649,luthier17,,10,SI
erdos_n3000_p0c0.3_11,42,3961650,luthier25,,10,SI
erdos_n3000_p0c0.3_12,42,3961651,luthier21,,10,SI
erdos_n3000_p0c0.3_13,42,3961652,luthier25,,10,SI
erdos_n3000_p0c0.3_14,42,3961653,luthier26,,10,SI
erdos_n3000_p0c0.3_15,42,3961654,luthier30,,10,SI
erdos_n3000_p0c0.3_16,42,3961655,luthier20,,10,SI
erdos_n3000_p0c0.3_17,42,3961656,luthier27,,10,SI
erdos_n3000_p0c0.3_18,42,3961657,luthier24,,10,SI
erdos_n3000_p0c0.3_19,42,3961658,luthier20,,10,SI
erdos_n3000_p0c0.3_1,42,3961640,luthier28,,10,SI
erdos_n3000_p0c0.3_20,42,3961659,luthier27,,10,SI
erdos_n3000_p0c0.3_21,42,3961660,luthier24,,10,SI
erdos_n3000_p0c0.3_22,42,3961661,luthier27,,10,SI
erdos_n3000_p0c0.3_23,42,3961662,luthier22,,10,SI
erdos_n3000_p0c0.3_24,42,3961663,luthier30,,10,SI
erdos_n3000_p0c0.3_25,42,3961664,luthier22,,10,SI
erdos_n3000_p0c0.3_26,42,3961665,luthier22,,10,SI
erdos_n3000_p0c0.3_27,42,3961666,luthier24,,10,SI
erdos_n3000_p0c0.3_28,42,3961667,luthier26,,10,SI
erdos_n3000_p0c0.3_29,42,3961668,luthier18,,10,SI
erdos_n3000_p0c0.3_2,42,3961641,luthier23,,10,SI
erdos_n3000_p0c0.3_30,42,3961669,luthier30,,10,SI
erdos_n3000_p0c0.3_3,42,3961642,luthier20,,10,SI
erdos_n3000_p0c0.3_4,42,3961643,luthier26,,10,SI
erdos_n3000_p0c0.3_5,42,3961644,luthier18,,10,SI
erdos_n3000_p0c0.3_6,42,3961645,luthier29,,10,SI
erdos_n3000_p0c0.3_7,42,3961646,luthier28,,10,SI
erdos_n3000_p0c0.3_8,42,3961647,luthier28,,10,SI
erdos_n3000_p0c0.3_9,42,3961648,luthier25,,10,SI
erdos_n3000_p0c0.4_10,42,3961679,luthier21,,10,SI
erdos_n3000_p0c0.4_11,42,3961680,luthier28,,10,SI
erdos_n3000_p0c0.4_12,42,3961681,luthier21,,10,SI
erdos_n3000_p0c0.4_13,42,3961682,luthier18,,10,SI
erdos_n3000_p0c0.4_14,42,3961683,luthier23,,10,SI
erdos_n3000_p0c0.4_15,42,3961684,luthier29,,10,SI
erdos_n3000_p0c0.4_16,42,3961685,luthier26,,10,SI
erdos_n3000_p0c0.4_17,42,3961686,luthier25,,10,SI
erdos_n3000_p0c0.4_18,42,3961687,luthier20,,10,SI
erdos_n3000_p0c0.4_19,42,3961688,luthier28,,10,SI
erdos_n3000_p0c0.4_1,42,3961670,luthier17,,10,SI
erdos_n3000_p0c0.4_20,42,3961689,luthier18,,10,SI
erdos_n3000_p0c0.4_21,42,3961690,luthier17,,10,SI
erdos_n3000_p0c0.4_22,42,3961691,luthier25,,10,SI
erdos_n3000_p0c0.4_23,42,3961692,luthier20,,10,SI
erdos_n3000_p0c0.4_24,42,3961693,luthier28,,10,SI
erdos_n3000_p0c0.4_25,42,3961694,luthier24,,10,SI
erdos_n3000_p0c0.4_26,42,3961695,luthier30,,10,SI
erdos_n3000_p0c0.4_27,42,3961696,luthier20,,10,SI
erdos_n3000_p0c0.4_28,42,3961697,luthier25,,10,SI
erdos_n3000_p0c0.4_29,42,3961698,luthier24,,10,SI
erdos_n3000_p0c0.4_2,42,3961671,luthier16,,10,SI
erdos_n3000_p0c0.4_30,42,3961699,luthier27,,10,SI
erdos_n3000_p0c0.4_3,42,3961672,luthier16,,10,SI
erdos_n3000_p0c0.4_4,42,3961673,luthier17,,10,SI
erdos_n3000_p0c0.4_5,42,3961674,luthier16,,10,SI
erdos_n3000_p0c0.4_6,42,3961675,luthier29,,10,SI
erdos_n3000_p0c0.4_7,42,3961676,luthier29,,10,SI
erdos_n3000_p0c0.4_8,42,3961677,luthier23,,10,SI
erdos_n3000_p0c0.4_9,42,3961678,luthier23,,10,SI
erdos_n3000_p0c0.5_10,42,3961709,luthier30,,10,SI
erdos_n3000_p0c0.5_11,42,3961710,luthier27,,10,SI
erdos_n3000_p0c0.5_12,42,3961711,luthier22,,10,SI
erdos_n3000_p0c0.5_13,42,3961712,luthier16,,10,SI
erdos_n3000_p0c0.5_14,42,3961713,luthier17,,10,SI
erdos_n3000_p0c0.5_15,42,3961714,luthier29,,10,SI
erdos_n3000_p0c0.5_16,42,3961715,luthier17,,10,SI
erdos_n3000_p0c0.5_17,42,3961716,luthier23,,10,SI
erdos_n3000_p0c0.5_18,42,3961717,luthier16,,10,SI
erdos_n3000_p0c0.5_19,42,3961718,luthier29,,10,SI
erdos_n3000_p0c0.5_1,42,3961700,luthier21,,10,SI
erdos_n3000_p0c0.5_20,42,3961719,luthier16,,10,SI
erdos_n3000_p0c0.5_21,42,3961720,luthier21,,10,SI
erdos_n3000_p0c0.5_22,42,3961721,luthier23,,10,SI
erdos_n3000_p0c0.5_23,42,3961722,luthier28,,10,SI
erdos_n3000_p0c0.5_24,42,3961723,luthier21,,10,SI
erdos_n3000_p0c0.5_25,42,3961724,luthier18,,10,SI
erdos_n3000_p0c0.5_26,42,3961725,luthier23,,10,SI
erdos_n3000_p0c0.5_27,42,3961726,luthier26,,10,SI
erdos_n3000_p0c0.5_28,42,3961727,luthier29,,10,SI
erdos_n3000_p0c0.5_29,42,3961728,luthier28,,10,SI
erdos_n3000_p0c0.5_2,42,3961701,luthier26,,10,SI
erdos_n3000_p0c0.5_30,42,3961729,luthier25,,10,SI
erdos_n3000_p0c0.5_3,42,3961702,luthier24,,10,SI
erdos_n3000_p0c0.5_4,42,3961703,luthier18,,10,SI
erdos_n3000_p0c0.5_5,42,3961704,luthier22,,10,SI
erdos_n3000_p0c0.5_6,42,3961705,luthier22,,10,SI
erdos_n3000_p0c0.5_7,42,3961706,luthier27,,10,SI
erdos_n3000_p0c0.5_8,42,3961707,luthier30,,10,SI
erdos_n3000_p0c0.5_9,42,3961708,luthier26,,10,SI
erdos_n3000_p0c0.6_10,42,3961739,luthier21,,10,SI
erdos_n3000_p0c0.6_11,42,3961740,luthier27,,10,SI
erdos_n3000_p0c0.6_12,42,3961741,luthier26,,10,SI
erdos_n3000_p0c0.6_13,42,3961742,luthier20,,10,SI
erdos_n3000_p0c0.6_14,42,3961743,luthier24,,10,SI
erdos_n3000_p0c0.6_15,42,3961744,luthier27,,10,SI
erdos_n3000_p0c0.6_16,42,3961745,luthier30,,10,SI
erdos_n3000_p0c0.6_17,42,3961746,luthier18,,10,SI
erdos_n3000_p0c0.6_18,42,3961747,luthier22,,10,SI
erdos_n3000_p0c0.6_19,42,3961748,luthier22,,10,SI
erdos_n3000_p0c0.6_1,42,3961730,luthier25,,10,SI
erdos_n3000_p0c0.6_20,42,3961749,luthier26,,10,SI
erdos_n3000_p0c0.6_21,42,3961750,luthier27,,10,SI
erdos_n3000_p0c0.6_22,42,3961751,luthier22,,10,SI
erdos_n3000_p0c0.6_23,42,3961752,luthier30,,10,SI
erdos_n3000_p0c0.6_24,42,3961753,luthier24,,10,SI
erdos_n3000_p0c0.6_25,42,3961754,luthier17,,10,SI
erdos_n3000_p0c0.6_26,42,3961755,luthier16,,10,SI
erdos_n3000_p0c0.6_27,42,3961756,luthier29,,10,SI
erdos_n3000_p0c0.6_28,42,3961757,luthier23,,10,SI
erdos_n3000_p0c0.6_29,42,3961758,luthier17,,10,SI
erdos_n3000_p0c0.6_2,42,3961731,luthier20,,10,SI
erdos_n3000_p0c0.6_30,42,3961759,luthier16,,10,SI
erdos_n3000_p0c0.6_3,42,3961732,luthier20,,10,SI
erdos_n3000_p0c0.6_4,42,3961733,luthier18,,10,SI
erdos_n3000_p0c0.6_5,42,3961734,luthier28,,10,SI
erdos_n3000_p0c0.6_6,42,3961735,luthier17,,10,SI
erdos_n3000_p0c0.6_7,42,3961736,luthier24,,10,SI
erdos_n3000_p0c0.6_8,42,3961737,luthier25,,10,SI
erdos_n3000_p0c0.6_9,42,3961738,luthier30,,10,SI
erdos_n3000_p0c0.7_10,42,3961769,luthier25,,10,SI
erdos_n3000_p0c0.7_11,42,3961770,luthier28,,10,SI
erdos_n3000_p0c0.7_12,42,3961771,luthier25,,10,SI
erdos_n3000_p0c0.7_13,42,3961772,luthier26,,10,SI
erdos_n3000_p0c0.7_14,42,3961773,luthier17,,10,SI
erdos_n3000_p0c0.7_15,42,3961774,luthier28,,10,SI
erdos_n3000_p0c0.7_16,42,3961775,luthier18,,10,SI
erdos_n3000_p0c0.7_17,42,3961776,luthier20,,10,SI
erdos_n3000_p0c0.7_18,42,3961777,luthier25,,10,SI
erdos_n3000_p0c0.7_19,42,3961778,luthier20,,10,SI
erdos_n3000_p0c0.7_1,42,3961760,luthier16,,10,SI
erdos_n3000_p0c0.7_20,42,3961779,luthier21,,10,SI
erdos_n3000_p0c0.7_21,42,3961780,luthier30,,10,SI
erdos_n3000_p0c0.7_22,42,3961781,luthier24,,10,SI
erdos_n3000_p0c0.7_23,42,3961782,luthier27,,10,SI
erdos_n3000_p0c0.7_24,42,3961783,luthier26,,10,SI
erdos_n3000_p0c0.7_25,42,3961784,luthier20,,10,SI
erdos_n3000_p0c0.7_26,42,3961785,luthier24,,10,SI
erdos_n3000_p0c0.7_27,42,3961786,luthier30,,10,SI
erdos_n3000_p0c0.7_28,42,3961787,luthier18,,10,SI
erdos_n3000_p0c0.7_29,42,3961788,luthier24,,10,SI
erdos_n3000_p0c0.7_2,42,3961761,luthier21,,10,SI
erdos_n3000_p0c0.7_30,42,3961789,luthier27,,10,SI
erdos_n3000_p0c0.7_3,42,3961762,luthier29,,10,SI
erdos_n3000_p0c0.7_4,42,3961763,luthier23,,10,SI
erdos_n3000_p0c0.7_5,42,3961764,luthier21,,10,SI
erdos_n3000_p0c0.7_6,42,3961765,luthier28,,10,SI
erdos_n3000_p0c0.7_7,42,3961766,luthier18,,10,SI
erdos_n3000_p0c0.7_8,42,3961767,luthier23,,10,SI
erdos_n3000_p0c0.7_9,42,3961768,luthier29,,10,SI
erdos_n3000_p0c0.8_10,42,3961799,luthier23,,10,SI
erdos_n3000_p0c0.8_11,42,3961800,luthier17,,10,SI
erdos_n3000_p0c0.8_12,42,3961801,luthier16,,10,SI
erdos_n3000_p0c0.8_13,42,3961802,luthier16,,10,SI
erdos_n3000_p0c0.8_14,42,3961803,luthier29,,10,SI
erdos_n3000_p0c0.8_15,42,3961804,luthier21,,10,SI
erdos_n3000_p0c0.8_16,42,3961805,luthier23,,10,SI
erdos_n3000_p0c0.8_17,42,3961806,luthier21,,10,SI
erdos_n3000_p0c0.8_18,42,3961807,luthier18,,10,SI
erdos_n3000_p0c0.8_19,42,3961808,luthier28,,10,SI
erdos_n3000_p0c0.8_1,42,3961790,luthier26,,10,SI
erdos_n3000_p0c0.8_20,42,3961809,luthier23,,10,SI
erdos_n3000_p0c0.8_21,42,3961810,luthier29,,10,SI
erdos_n3000_p0c0.8_22,42,3961811,luthier25,,10,SI
erdos_n3000_p0c0.8_23,42,3961812,luthier28,,10,SI
erdos_n3000_p0c0.8_24,42,3961813,luthier25,,10,SI
erdos_n3000_p0c0.8_25,42,3961814,luthier26,,10,SI
erdos_n3000_p0c0.8_26,42,3961815,luthier17,,10,SI
erdos_n3000_p0c0.8_27,42,3961816,luthier28,,10,SI
erdos_n3000_p0c0.8_28,42,3961817,luthier18,,10,SI
erdos_n3000_p0c0.8_29,42,3961818,luthier25,,10,SI
erdos_n3000_p0c0.8_2,42,3961791,luthier22,,10,SI
erdos_n3000_p0c0.8_30,42,3961819,luthier20,,10,SI
erdos_n3000_p0c0.8_3,42,3961792,luthier22,,10,SI
erdos_n3000_p0c0.8_4,42,3961793,luthier27,,10,SI
erdos_n3000_p0c0.8_5,42,3961794,luthier22,,10,SI
erdos_n3000_p0c0.8_6,42,3961795,luthier30,,10,SI
erdos_n3000_p0c0.8_7,42,3961796,luthier17,,10,SI
erdos_n3000_p0c0.8_8,42,3961797,luthier16,,10,SI
erdos_n3000_p0c0.8_9,42,3961798,luthier29,,10,SI
erdos_n3000_p0c0.9_10,42,3961829,luthier30,,10,SI
erdos_n3000_p0c0.9_11,42,3961830,luthier30,,10,SI
erdos_n3000_p0c0.9_12,42,3961831,luthier18,,10,SI
erdos_n3000_p0c0.9_13,42,3961832,luthier27,,10,SI
erdos_n3000_p0c0.9_14,42,3961833,luthier24,,10,SI
erdos_n3000_p0c0.9_15,42,3961834,luthier16,,10,SI
erdos_n3000_p0c0.9_16,42,3961835,luthier16,,10,SI
erdos_n3000_p0c0.9_17,42,3961836,luthier22,,10,SI
erdos_n3000_p0c0.9_18,42,3961837,luthier17,,10,SI
erdos_n3000_p0c0.9_19,42,3961838,luthier27,,10,SI
erdos_n3000_p0c0.9_1,42,3961820,luthier21,,10,SI
erdos_n3000_p0c0.9_20,42,3961839,luthier22,,10,SI
erdos_n3000_p0c0.9_21,42,3961840,luthier22,,10,SI
erdos_n3000_p0c0.9_22,42,3961841,luthier23,,10,SI
erdos_n3000_p0c0.9_23,42,3961842,luthier29,,10,SI
erdos_n3000_p0c0.9_24,42,3961843,luthier17,,10,SI
erdos_n3000_p0c0.9_25,42,3961844,luthier18,,10,SI
erdos_n3000_p0c0.9_26,42,3961845,luthier21,,10,SI
erdos_n3000_p0c0.9_27,42,3961846,luthier23,,10,SI
erdos_n3000_p0c0.9_28,42,3961847,luthier23,,10,SI
erdos_n3000_p0c0.9_29,42,3961848,luthier16,,10,SI
erdos_n3000_p0c0.9_2,42,3961821,luthier20,,10,SI
erdos_n3000_p0c0.9_30,42,3961849,luthier29,,10,SI
erdos_n3000_p0c0.9_3,42,3961822,luthier30,,10,SI
erdos_n3000_p0c0.9_4,42,3961823,luthier24,,10,SI
erdos_n3000_p0c0.9_5,42,3961824,luthier26,,10,SI
erdos_n3000_p0c0.9_6,42,3961825,luthier27,,10,SI
erdos_n3000_p0c0.9_7,42,3961826,luthier20,,10,SI
erdos_n3000_p0c0.9_8,42,3961827,luthier26,,10,SI
erdos_n3000_p0c0.9_9,42,3961828,luthier24,,10,SI
